KEV,INTENSITY
0.39907,4.86178
0.40689,4.8368
0.41472,4.80393
0.42254,4.76903
0.43037,4.74015
0.43819,4.70448
0.44602,4.66648
0.45384,4.64733
0.46167,4.61143
0.46949,4.58505
0.47732,4.55173
0.48514,4.52298
0.49297,4.489
0.50079,4.4546
0.50862,4.42005
0.51644,4.40835
0.52427,4.36155
0.53209,4.33545
0.53992,4.30425
0.54774,4.26603
0.55556,4.2395
0.56339,4.20413
0.57121,4.16805
0.57904,4.14958
0.58686,4.11185
0.59469,4.09485
0.60251,4.06238
0.61034,4.03065
0.61816,4.00768
0.62599,3.9737
0.63381,3.94415
0.64164,3.92985
0.64946,3.89445
0.65729,3.86875
0.66511,3.82728
0.67294,3.7483
0.68076,3.72945
0.68859,3.7234
0.69641,3.69993
0.70424,3.70483
0.71206,3.67943
0.71989,3.67043
0.72771,3.66585
0.73554,3.64263
0.74336,3.62
0.75119,3.59435
0.75901,3.57148
0.76684,3.55423
0.77466,3.52403
0.78249,3.50605
0.79031,3.4929
0.79814,3.46378
0.80596,3.4557
0.81379,3.43068
0.82161,3.40733
0.82944,3.40303
0.83726,3.37313
0.84508,3.36548
0.85291,3.34405
0.86073,3.32228
0.86856,3.30245
0.87638,3.29658
0.88421,3.25315
0.89203,3.25698
0.89986,3.2307
0.90768,3.21963
0.91551,3.20868
0.92333,3.1926
0.93116,3.16328
0.93898,3.15805
0.94681,3.14908
0.95463,3.1401
0.96246,3.1202
0.97028,3.11263
0.97811,3.10658
0.98593,3.10438
0.99376,3.0729
1.00158,3.06605
1.00941,3.0407
1.01723,3.0404
1.02506,3.01945
1.03288,3.00965
1.04071,3.00243
1.04853,2.98353
1.05636,2.98068
1.06418,2.96373
1.07201,2.95095
1.07983,2.94898
1.08766,2.94203
1.09548,2.92438
1.10331,2.9203
1.11113,2.91858
1.11895,2.9046
1.12678,2.88425
1.1346,2.87275
1.14243,2.8764
1.15025,2.84768
1.15808,2.85485
1.1659,2.82828
1.17373,2.83603
1.18155,2.82343
1.18938,2.8042
1.1972,2.78608
1.20503,2.79913
1.21285,2.78
1.22068,2.79305
1.2285,2.7699
1.23633,2.76593
1.24415,2.76828
1.25198,2.7544
1.2598,2.74155
1.26763,2.7387
1.27545,2.7542
1.28328,2.73505
1.2911,2.71053
1.29893,2.7294
1.30675,2.73425
1.31458,2.7157
1.3224,2.70853
1.33023,2.72305
1.33805,2.70295
1.34588,2.72085
1.3537,2.71333
1.36153,2.7281
1.36935,2.70158
1.37718,2.71395
1.385,2.68443
1.39282,2.69798
1.40065,2.67988
1.40847,2.6982
1.4163,2.67885
1.42412,2.6834
1.43195,2.67725
1.43977,2.66573
1.4476,2.65998
1.45542,2.68463
1.46325,2.67673
1.47107,2.654
1.4789,2.64263
1.48672,2.6467
1.49455,2.63275
1.50237,2.62728
1.5102,2.63068
1.51802,2.63438
1.52585,2.61235
1.53367,2.5998
1.5415,2.60295
1.54932,2.58838
1.55715,2.58443
1.56497,2.5738
1.5728,2.55773
1.58062,2.54745
1.58845,2.53308
1.59627,2.53458
1.6041,2.54425
1.61192,2.52395
1.61975,2.5053
1.62757,2.50288
1.6354,2.45145
1.64322,2.4325
1.65105,2.41363
1.65887,2.44158
1.66669,2.4475
1.67452,2.44163
1.68234,2.4584
1.69017,2.46105
1.69799,2.46245
1.70582,2.454
1.71364,2.43538
1.72147,2.45873
1.72929,2.42963
1.73712,2.43495
1.74494,2.43693
1.75277,2.41153
1.76059,2.40508
1.76842,2.37913
1.77624,2.3673
1.78407,2.3816
1.79189,2.37028
1.79972,2.33833
1.80754,2.35365
1.81537,2.34768
1.82319,2.34548
1.83102,2.32355
1.83884,2.34105
1.84667,2.31873
1.85449,2.34633
1.86232,2.30818
1.87014,2.34093
1.87797,2.3334
1.88579,2.29075
1.89362,2.3032
1.90144,2.2847
1.90927,2.29808
1.91709,2.2905
1.92492,2.30008
1.93274,2.27223
1.94056,2.28533
1.94839,2.24688
1.95621,2.28088
1.96404,2.28543
1.97186,2.2644
1.97969,2.25915
1.98751,2.26583
1.99534,2.25618
2.00316,2.25158
2.01099,2.22935
2.01881,2.27735
2.02664,2.1952
2.03446,2.1939
2.04229,2.23923
2.05011,2.21708
2.05794,2.21848
2.06576,2.2204
2.07359,2.1929
2.08141,2.20213
2.08924,2.22018
2.09706,2.21005
2.10489,2.1871
2.11271,2.1605
2.12054,2.19773
2.12836,2.1406
2.13619,2.15993
2.14401,2.17248
2.15184,2.14778
2.15966,2.1133
2.16749,2.1792
2.17531,2.1226
2.18314,2.108
2.19096,2.10185
2.19879,2.144
2.20661,2.13505
2.21444,2.10273
2.22226,2.12548
2.23008,2.0922
2.23791,2.09135
2.24573,2.07323
2.25356,2.06218
2.26138,2.077
2.26921,2.05158
2.27703,2.0744
2.28486,2.14113
2.29268,2.06908
2.30051,2.07388
2.30833,2.08038
2.31616,2.05985
2.32398,2.0779
2.33181,2.06825
2.33963,2.03928
2.34746,2.05113
2.35528,2.0722
2.36311,2.06738
2.37093,2.0793
2.37876,2.05708
2.38658,2.0387
2.39441,2.0576
2.40223,2.03873
2.41006,2.05075
2.41788,2.02778
2.42571,2.05485
2.43353,2.05428
2.44136,2.01525
2.44918,1.98888
2.45701,2.05938
2.46483,2.024
2.47266,2.01823
2.48048,2.02738
2.48831,2.02183
2.49613,1.98603
2.50395,1.98135
2.51178,1.992
2.5196,2.03765
2.52743,2.02898
2.53525,2.01778
2.54308,1.988
2.5509,1.9912
2.55873,1.99938
2.56655,1.9336
2.57438,1.9629
2.5822,1.95808
2.59003,1.98313
2.59785,1.94903
2.60568,1.96425
2.6135,1.94103
2.62133,1.9426
2.62915,1.93138
2.63698,1.92043
2.6448,1.96518
2.65263,1.94258
2.66045,1.92313
2.66828,1.81473
2.6761,1.8153
2.68393,1.8942
2.69175,1.86383
2.69958,1.86968
2.7074,1.91808
2.71523,1.8528
2.72305,1.88643
2.73088,1.87888
2.7387,1.85535
2.74653,1.90248
2.75435,1.88965
2.76218,1.81328
2.77,1.80488
2.77782,1.77775
2.78565,1.82328
2.79347,1.77213
2.8013,1.8367
2.80912,1.89673
2.81695,1.76318
2.82477,1.79938
2.8326,1.80465
2.84042,1.79118
2.84825,1.82758
2.85607,1.7885
2.8639,1.78118
2.87172,1.84905
2.87955,1.80085
2.88737,1.77728
2.8952,1.81528
2.90302,1.79373
2.91085,1.72443
2.91867,1.74555
2.9265,1.75158
2.93432,1.76988
2.94215,1.7904
2.94997,1.74068
2.9578,1.7267
2.96562,1.82495
2.97345,1.77493
2.98127,1.78315
2.9891,1.804
2.99692,1.7949
3.00475,1.77413
3.01257,1.7862
3.0204,1.83135
3.02822,1.80765
3.03605,1.82073
3.04387,1.75348
3.05169,1.77003
3.05952,1.82673
3.06734,1.78938
3.07517,1.82555
3.08299,1.80825
3.09082,1.77503
3.09864,1.8497
3.10647,1.86515
3.11429,1.81573
3.12212,1.84753
3.12994,1.81678
3.13777,1.84228
3.14559,1.8695
3.15342,1.80073
3.16124,1.8681
3.16907,1.8726
3.17689,1.85918
3.18472,1.90423
3.19254,1.9265
3.20037,1.9243
3.20819,1.89875
3.21602,1.882
3.22384,1.88703
3.23167,1.88258
3.23949,1.9074
3.24732,1.90915
3.25514,1.91145
3.26297,1.9343
3.27079,1.8906
3.27862,1.92398
3.28644,1.91703
3.29427,1.9827
3.30209,2.02248
3.30992,2.00935
3.31774,1.98045
3.32556,1.9884
3.33339,2.01715
3.34121,2.04205
3.34904,2.0471
3.35686,2.0636
3.36469,2.06935
3.37251,2.09038
3.38034,2.0817
3.38816,2.10733
3.39599,2.10373
3.40381,2.094
3.41164,2.16015
3.41946,2.1593
3.42729,2.16933
3.43511,2.15745
3.44294,2.22213
3.45076,2.19178
3.45859,2.23948
3.46641,2.2329
3.47424,2.28615
3.48206,2.2908
3.48989,2.27795
3.49771,2.2844
3.50554,2.29188
3.51336,2.2973
3.52119,2.3692
3.52901,2.345
3.53684,2.36743
3.54466,2.37598
3.55249,2.36903
3.56031,2.40638
3.56814,2.39188
3.57596,2.38828
3.58379,2.40645
3.59161,2.4019
3.59944,2.41948
