KEV,INTENSITY
0.379350161,4.3385
0.3867884,4.29085
0.394226638,4.2442
0.401664876,4.19245
0.409103115,4.13545
0.416541353,4.0947
0.423979592,4.0407
0.43141783,3.9916
0.438856069,3.94525
0.446294307,3.90615
0.453732546,3.8696
0.461170784,3.80895
0.468609023,3.7794
0.476047261,3.72765
0.483485499,3.67925
0.490923738,3.63045
0.498361976,3.6062
0.505800215,3.5664
0.513238453,3.52465
0.520676692,3.484
0.52811493,3.4561
0.535553169,3.4092
0.542991407,3.37295
0.550429646,3.35
0.557867884,3.31215
0.565306122,3.27025
0.572744361,3.25205
0.580182599,3.2182
0.587620838,3.1912
0.595059076,3.15785
0.602497315,3.13335
0.609935553,3.11155
0.617373792,3.0469
0.62481203,3.0626
0.632250269,3.0414
0.639688507,3.02075
0.647126745,2.98575
0.654564984,2.95805
0.662003222,2.9541
0.669441461,2.92125
0.676879699,2.90755
0.684317938,2.8992
0.691756176,2.88955
0.699194415,2.86425
0.706632653,2.8445
0.714070892,2.80565
0.72150913,2.7845
0.728947368,2.77855
0.736385607,2.7322
0.743823845,2.7034
0.751262084,2.75595
0.758700322,2.7211
0.766138561,2.6815
0.773576799,2.6513
0.781015038,2.63495
0.788453276,2.6527
0.795891515,2.6184
0.803329753,2.6075
0.810767991,2.59215
0.81820623,2.5931
0.825644468,2.56415
0.833082707,2.5621
0.840520945,2.53185
0.847959184,2.52305
0.855397422,2.53785
0.862835661,2.54285
0.870273899,2.5356
0.877712137,2.494
0.885150376,2.49
0.892588614,2.46045
0.900026853,2.45935
0.907465091,2.42505
0.91490333,2.46835
0.922341568,2.44465
0.929779807,2.4478
0.937218045,2.42245
0.944656284,2.4336
0.952094522,2.426
0.95953276,2.43515
0.966970999,2.39075
0.974409237,2.3996
0.981847476,2.4169
0.989285714,2.4005
0.996723953,2.37005
1.004162191,2.3179
1.01160043,2.2545
1.019038668,2.187
1.026476907,2.29955
1.033915145,2.3541
1.041353383,2.33225
1.048791622,2.33705
1.05622986,2.33825
1.063668099,2.33935
1.071106337,2.3454
1.078544576,2.30345
1.085982814,2.32625
1.093421053,2.31965
1.100859291,2.26825
1.10829753,2.2796
1.115735768,2.2742
1.123174006,2.30855
1.130612245,2.30315
1.138050483,2.30695
1.145488722,2.2466
1.15292696,2.2479
1.160365199,2.2061
1.167803437,2.2586
1.175241676,2.21835
1.182679914,2.277
1.190118153,2.22395
1.197556391,2.23735
1.204994629,2.25065
1.212432868,2.2151
1.219871106,2.20065
1.227309345,2.23105
1.234747583,2.23505
1.242185822,2.2143
1.24962406,2.20275
1.257062299,2.18485
1.264500537,2.2115
1.271938776,2.2149
1.279377014,2.19885
