KEV,INTENSITY
0.38683,4.44754
0.39441,4.4013
0.402,4.3587
0.40958,4.31134
0.41717,4.26826
0.42475,4.22584
0.43234,4.18356
0.43992,4.14216
0.44751,4.09948
0.45509,4.05624
0.46268,4.01422
0.47026,3.97772
0.47785,3.93834
0.48543,3.89752
0.49302,3.86068
0.5006,3.82398
0.50819,3.78918
0.51577,3.75664
0.52336,3.72346
0.53094,3.68886
0.53853,3.65512
0.54611,3.62418
0.5537,3.59646
0.56128,3.56462
0.56887,3.53876
0.57645,3.51112
0.58404,3.48256
0.59162,3.45838
0.59921,3.42994
0.60679,3.40872
0.61438,3.39188
0.62196,3.35986
0.62955,3.3427
0.63713,3.31206
0.64472,3.301
0.6523,3.27192
0.65988,3.26584
0.66747,3.23454
0.67505,3.22438
0.68264,3.19568
0.69022,3.1796
0.69781,3.15386
0.70539,3.14634
0.71298,3.11596
0.72056,3.1028
0.72815,3.09392
0.73573,3.06362
0.74332,3.05488
0.7509,3.03962
0.75849,3.0069
0.76607,2.99586
0.77366,2.97152
0.78124,2.95654
0.78883,2.93854
0.79641,2.91708
0.804,2.89564
0.81158,2.88254
0.81917,2.8563
0.82675,2.85874
0.83434,2.83352
0.84192,2.84246
0.84951,2.8074
0.85709,2.7967
0.86468,2.78234
0.87226,2.77264
0.87985,2.7679
0.88743,2.7251
0.89502,2.72372
0.9026,2.7081
0.91019,2.69764
0.91777,2.70442
0.92536,2.70756
0.93294,2.68468
0.94053,2.69664
0.94811,2.68936
0.9557,2.6658
0.96328,2.68076
0.97087,2.65568
0.97845,2.65592
0.98604,2.64474
0.99362,2.6308
1.0012,2.61892
1.00879,2.62072
1.01637,2.60688
1.02396,2.6004
1.03154,2.60488
1.03913,2.57468
1.04671,2.56972
1.0543,2.55234
1.06188,2.56452
1.06947,2.54938
1.07705,2.53562
1.08464,2.50526
1.09222,2.51532
1.09981,2.52002
1.10739,2.5109
1.11498,2.49158
1.12256,2.49792
1.13015,2.48274
1.13773,2.4675
1.14532,2.44968
1.1529,2.4438
1.16049,2.46162
1.16807,2.44816
1.17566,2.40974
1.18324,2.3967
1.19083,2.38462
1.19841,2.40018
1.206,2.37094
1.21358,2.35634
1.22117,2.33888
1.22875,2.3571
1.23634,2.35238
1.24392,2.34952
1.25151,2.32734
1.25909,2.32134
1.26668,2.32364
1.27426,2.32366
1.28185,2.28414
1.28943,2.27334
1.29702,2.29912
1.3046,2.25912
1.31219,2.27598
1.31977,2.29046
1.32735,2.2896
1.33494,2.2694
1.34252,2.26222
1.35011,2.25766
1.35769,2.27466
1.36528,2.24378
1.37286,2.24518
1.38045,2.22758
1.38803,2.24738
1.39562,2.21784
1.4032,2.20792
1.41079,2.21846
1.41837,2.22476
1.42596,2.23306
1.43354,2.18822
1.44113,2.19172
1.44871,2.1742
1.4563,2.17834
1.46388,2.20376
1.47147,2.19556
1.47905,2.13452
1.48664,2.1624
1.49422,2.18146
1.50181,2.15244
1.50939,2.13934
