KEV,INTENSITY
0.39907,4.75648
0.40689,4.71908
0.41472,4.68023
0.42254,4.6409
0.43037,4.61273
0.43819,4.56885
0.44602,4.53563
0.45384,4.49813
0.46167,4.4584
0.46949,4.42255
0.47732,4.38328
0.48514,4.34595
0.49297,4.31658
0.50079,4.27625
0.50862,4.24475
0.51644,4.20943
0.52427,4.17585
0.53209,4.1416
0.53992,4.10145
0.54774,4.07443
0.55556,4.0461
0.56339,4.00748
0.57121,3.98473
0.57904,3.9528
0.58686,3.9248
0.59469,3.89
0.60251,3.86413
0.61034,3.82365
0.61816,3.80855
0.62599,3.77203
0.63381,3.75375
0.64164,3.72515
0.64946,3.68755
0.65729,3.66245
0.66511,3.63043
0.67294,3.61455
0.68076,3.59263
0.68859,3.55845
0.69641,3.54873
0.70424,3.5254
0.71206,3.50325
0.71989,3.4802
0.72771,3.451
0.73554,3.42205
0.74336,3.40278
0.75119,3.38268
0.75901,3.36118
0.76684,3.32618
0.77466,3.29505
0.78249,3.2782
0.79031,3.26458
0.79814,3.26318
0.80596,3.27388
0.81379,3.28345
0.82161,3.26285
0.82944,3.25358
0.83726,3.2231
0.84508,3.20898
0.85291,3.21005
0.86073,3.18425
0.86856,3.1749
0.87638,3.15285
0.88421,3.14988
0.89203,3.13313
0.89986,3.12515
0.90768,3.10375
0.91551,3.10658
0.92333,3.08418
0.93116,3.08415
0.93898,3.06523
0.94681,3.06995
0.95463,3.04533
0.96246,3.02968
0.97028,3.02283
0.97811,3.0116
0.98593,2.99355
0.99376,2.98878
1.00158,2.97548
1.00941,2.96793
1.01723,2.9511
1.02506,2.94875
1.03288,2.9295
1.04071,2.91908
1.04853,2.91008
1.05636,2.9074
1.06418,2.8939
1.07201,2.86773
1.07983,2.89015
1.08766,2.86418
1.09548,2.84885
1.10331,2.8188
1.11113,2.8204
1.11895,2.83923
1.12678,2.8094
1.1346,2.8039
1.14243,2.79845
1.15025,2.78818
1.15808,2.78153
1.1659,2.76163
1.17373,2.76433
1.18155,2.74088
1.18938,2.7392
1.1972,2.73713
1.20503,2.72715
1.21285,2.72788
1.22068,2.71883
1.2285,2.72165
