KEV,INTENSITY
0.39373,4.79249
0.40145,4.75818
0.40917,4.72237
0.41689,4.68575
0.42461,4.6488
0.43233,4.6133
0.44005,4.57805
0.44777,4.541
0.45549,4.50752
0.46321,4.47289
0.47093,4.43589
0.47865,4.40004
0.48637,4.36555
0.49409,4.32938
0.50181,4.29543
0.50953,4.2605
0.51725,4.22837
0.52497,4.19511
0.53269,4.16132
0.54041,4.12603
0.54813,4.09463
0.55585,4.06164
0.56357,4.03073
0.57129,3.99869
0.57901,3.96758
0.58673,3.93892
0.59445,3.9051
0.60217,3.87606
0.60989,3.84556
0.61761,3.81434
0.62533,3.78782
0.63305,3.75602
0.64077,3.73187
0.64849,3.70092
0.65621,3.67076
0.66393,3.6471
0.67165,3.61824
0.67937,3.58885
0.68709,3.56443
0.69481,3.5384
0.70253,3.51756
0.71025,3.49493
0.71797,3.47351
0.72569,3.44886
0.73341,3.42734
0.74113,3.3941
0.74885,3.37092
0.75657,3.35801
0.76429,3.34521
0.77201,3.32026
0.77973,3.29703
0.78745,3.27897
0.79517,3.26184
0.8029,3.25585
0.81062,3.25463
0.81834,3.24529
0.82606,3.23181
0.83378,3.21317
0.8415,3.19626
0.84922,3.18104
0.85694,3.16569
0.86466,3.15408
0.87238,3.13779
0.8801,3.12421
0.88782,3.11061
0.89554,3.09756
0.90326,3.08866
0.91098,3.07579
0.9187,3.06685
0.92642,3.04762
0.93414,3.04192
0.94186,3.0256
0.94958,3.01645
0.9573,3.00725
0.96502,2.99681
0.97274,2.98216
0.98046,2.97204
0.98818,2.96434
0.9959,2.95222
1.00362,2.93856
1.01134,2.9262
1.01906,2.91819
1.02678,2.91185
1.0345,2.89837
1.04222,2.88825
1.04994,2.87706
1.05766,2.87031
1.06538,2.85708
1.0731,2.85813
1.08082,2.83739
1.08854,2.83839
1.09626,2.82174
1.10398,2.81469
1.1117,2.80194
1.11942,2.79035
1.12714,2.77974
1.13486,2.7732
1.14258,2.7778
1.1503,2.75933
1.15802,2.74423
1.16574,2.74117
1.17346,2.73023
1.18118,2.72382
1.1889,2.71955
1.19662,2.70408
1.20434,2.69983
1.21206,2.69349
1.21978,2.68948
1.2275,2.68049
1.23522,2.67021
1.24294,2.66325
1.25066,2.64817
1.25838,2.64212
1.2661,2.63609
1.27382,2.63089
1.28154,2.62499
1.28926,2.61149
1.29698,2.60652
1.3047,2.59894
1.31242,2.59059
1.32014,2.58731
1.32786,2.58512
1.33559,2.58301
1.34331,2.57634
1.35103,2.56192
1.35875,2.55809
1.36647,2.55167
1.37419,2.54572
1.38191,2.53911
1.38963,2.54692
1.39735,2.52924
1.40507,2.52967
1.41279,2.52866
1.42051,2.51991
1.42823,2.51669
1.43595,2.51302
1.44367,2.51009
1.45139,2.51178
1.45911,2.5093
1.46683,2.49765
1.47455,2.49644
1.48227,2.4926
1.48999,2.48442
1.49771,2.48831
1.50543,2.48563
1.51315,2.47616
1.52087,2.47875
1.52859,2.48051
1.53631,2.4643
1.54403,2.47014
1.55175,2.46627
1.55947,2.46577
1.56719,2.46015
1.57491,2.46615
1.58263,2.46364
1.59035,2.4593
1.59807,2.44965
1.60579,2.4382
1.61351,2.43999
1.62123,2.43953
1.62895,2.43817
1.63667,2.42508
1.64439,2.42212
1.65211,2.40949
1.65983,2.41003
1.66755,2.40302
1.67527,2.41094
1.68299,2.39539
1.69071,2.37931
1.69843,2.3674
1.70615,2.37574
1.71387,2.37173
1.72159,2.36839
1.72931,2.34493
1.73703,2.34471
1.74475,2.34172
1.75247,2.33571
1.76019,2.35494
1.76791,2.34894
1.77563,2.34263
1.78335,2.34394
1.79107,2.33097
1.79879,2.3387
1.80651,2.3332
1.81423,2.3153
1.82195,2.30327
1.82967,2.30634
1.83739,2.28707
1.84511,2.30495
1.85283,2.27925
1.86055,2.27194
1.86828,2.2648
1.876,2.26483
1.88372,2.25427
1.89144,2.2507
1.89916,2.24286
1.90688,2.21894
