KEV,INTENSITY
0.37976,4.32105
0.38720,4.2736
0.39465,4.22655
0.40210,4.1816
0.40954,4.13055
0.41699,4.08845
0.42444,4.0403
0.43188,3.9967
0.43933,3.95695
0.44677,3.9103
0.45422,3.8635
0.46167,3.82365
0.46911,3.77855
0.47656,3.7431
0.48401,3.696
0.49145,3.6566
0.49890,3.61615
0.50634,3.5774
0.51379,3.5427
0.52124,3.50345
0.52868,3.4723
0.53613,3.44805
0.54358,3.4083
0.55102,3.38125
0.55847,3.3547
0.56591,3.31275
0.57336,3.2904
0.58081,3.27055
0.58825,3.23145
0.59570,3.20755
0.60315,3.1745
0.61059,3.16145
0.61804,3.1255
0.62548,3.12105
0.63293,3.09585
0.64038,3.0697
0.64782,3.0529
0.65527,3.03615
0.66272,3.0078
0.67016,2.9847
0.67761,2.994
0.68505,2.95885
0.69250,2.95875
0.69995,2.927
0.70739,2.90245
0.71484,2.8941
0.72228,2.85215
0.72973,2.84895
0.73718,2.8351
0.74462,2.80965
0.75207,2.80255
0.75952,2.78555
0.76696,2.79185
0.77441,2.76175
0.78185,2.7681
0.78930,2.7421
0.79675,2.70895
0.80419,2.68155
0.81164,2.69135
0.81909,2.6812
0.82653,2.67635
0.83398,2.65415
0.84142,2.6464
0.84887,2.6324
0.85632,2.61625
0.86376,2.6111
0.87121,2.61165
0.87866,2.55385
0.88610,2.58325
0.89355,2.5657
0.90099,2.5549
0.90844,2.54775
0.91589,2.5251
0.92333,2.54955
0.93078,2.5334
0.93823,2.51515
0.94567,2.52755
0.95312,2.5409
0.96056,2.4962
0.96801,2.46785
0.97546,2.4571
0.98290,2.43965
0.99035,2.44135
0.99780,2.4555
1.00524,2.4149
1.01269,2.39315
1.02013,2.423
1.02758,2.4333
1.03503,2.424
1.04247,2.44325
1.04992,2.397
1.05737,2.4337
1.06481,2.42155
1.07226,2.3917
1.07970,2.38885
1.08715,2.39375
1.09460,2.36095
1.10204,2.40255
1.10949,2.3449
1.11694,2.3522
1.12438,2.38615
1.13183,2.344
1.13927,2.35585
1.14672,2.33615
1.15417,2.3292
1.16161,2.336
1.16906,2.3681
1.17651,2.3564
1.18395,2.3191
1.19140,2.272
1.19884,2.29195
1.20629,2.27575
1.21374,2.30185
1.22118,2.23825
1.22863,2.24435
1.23608,2.2294
1.24352,2.2716
1.25097,2.2475
1.25841,2.2352
1.26586,2.2507
1.27331,2.27195
1.28075,2.2058
1.28820,2.28285
1.29565,2.26035
1.30309,2.22175
1.31054,2.24405
1.31798,2.2474
1.32543,2.24945
1.33288,2.214
1.34032,2.25825
1.34777,2.2314
1.35522,2.2969
1.36266,2.2266
1.37011,2.2896
1.37755,2.30085
1.38500,2.3538
1.39245,2.3263
1.39989,2.33205
1.40734,2.3236
1.41478,2.31365
1.42223,2.31695
1.42968,2.34755
1.43712,2.3424
1.44457,2.3324
1.45202,2.34065
1.45946,2.3488
1.46691,2.2948
1.47435,2.3559
1.48180,2.3243
1.48925,2.3363
1.49669,2.3362
1.50414,2.33825
1.51159,2.34465
1.51903,2.31895
1.52648,2.2846
1.53392,2.3064
1.54137,2.28085
1.54882,2.261
1.55626,2.25075
1.56371,2.24245
1.57116,2.2256
1.57860,2.238
1.58605,2.1903
1.59349,2.19725
1.60094,2.14585
1.60839,2.1873
1.61583,2.17865
1.62328,2.1507
1.63073,2.1381
1.63817,2.12545
1.64562,2.1654
1.65306,2.13505
1.66051,2.1213
1.66796,2.09825
1.67540,2.06955
1.68285,2.05465
1.69030,2.0251
1.69774,2.07335
1.70519,2.06515
1.71263,2.06995
1.72008,2.0353
1.72753,2.06165
1.73497,1.944
1.74242,1.9942
1.74987,2.0266
1.75731,1.9925
1.76476,1.93535
1.77220,1.94435
1.77965,1.91095
1.78710,1.9564
1.79454,1.9981
1.80199,1.9122
1.80944,1.9068
1.81688,1.89525
1.82433,1.89165
1.83177,1.85505
1.83922,1.75815
1.84667,1.89195
1.85411,1.82585
1.86156,1.85655
1.86901,1.8287
1.87645,1.77105
1.88390,1.83745
1.89134,1.7844
1.89879,1.78875
1.90624,1.8293
1.91368,1.75965
1.92113,1.6944
1.92858,1.7215
1.93602,1.7037
1.94347,1.7267
1.95091,1.74765
1.95836,1.7072
1.96581,1.7559
1.97325,1.7033
1.98070,1.7634
1.98815,1.6696
1.99559,1.72405
2.00304,1.63335
2.01048,1.70605
2.01793,1.5221
2.02538,1.6654
2.03282,1.6247
2.04027,1.63245
