2-THETA,INTENSITY
14.4,860
14.45,871
14.5,874
14.55,816
14.6,858
14.65,884
14.7,855
14.75,862
14.8,811
14.85,851
14.9,876
14.95,849
15,914
15.05,887
15.1,863
15.15,870
15.2,865
15.25,848
15.3,848
15.35,884
15.4,894
15.45,884
15.5,865
15.55,835
15.6,936
15.65,892
15.7,900
15.75,974
15.8,1019
15.85,1085
15.9,1174
15.95,1252
16,1229
16.05,1238
16.1,1204
16.15,1106
16.2,1091
16.25,989
16.3,991
16.35,981
16.4,950
16.45,956
16.5,938
16.55,896
16.6,902
16.65,924
16.7,933
16.75,905
16.8,970
16.85,977
16.9,939
16.95,928
17,960
17.05,957
17.1,995
17.15,983
17.2,976
17.25,988
17.3,989
17.35,1032
17.4,1037
17.45,1097
17.5,1091
17.55,1110
17.6,1076
17.65,1133
17.7,1120
17.75,1091
17.8,1107
17.85,1033
17.9,1017
17.95,1035
18,1053
18.05,1079
18.1,1088
18.15,1122
18.2,1151
18.25,1198
18.3,1189
18.35,1166
18.4,1158
18.45,1156
18.5,1122
18.55,1197
18.6,1177
18.65,1209
18.7,1219
18.75,1181
18.8,1240
18.85,1238
18.9,1205
18.95,1261
19,1202
19.05,1185
19.1,1226
19.15,1168
19.2,1222
19.25,1184
19.3,1183
19.35,1196
19.4,1158
19.45,1163
19.5,1142
19.55,1170
19.6,1171
19.65,1133
19.7,1129
19.75,1142
19.8,1135
19.85,1157
19.9,1139
19.95,1175
20,1161
20.05,1161
20.1,1212
20.15,1187
20.2,1226
20.25,1286
20.3,1323
20.35,1321
20.4,1337
20.45,1295
20.5,1261
20.55,1237
20.6,1174
20.65,1184
20.7,1151
20.75,1143
20.8,1191
20.85,1177
20.9,1175
20.95,1161
21,1142
21.05,1173
21.1,1166
21.15,1183
21.2,1201
21.25,1238
21.3,1284
21.35,1262
21.4,1300
21.45,1252
21.5,1238
21.55,1233
21.6,1182
21.65,1203
21.7,1238
21.75,1201
21.8,1191
21.85,1208
21.9,1216
21.95,1326
22,1321
22.05,1310
22.1,1354
22.15,1333
22.2,1312
22.25,1293
22.3,1325
22.35,1327
22.4,1311
22.45,1369
22.5,1399
22.55,1419
22.6,1395
22.65,1348
22.7,1394
22.75,1369
22.8,1371
22.85,1404
22.9,1401
22.95,1414
23,1392
23.05,1448
23.1,1484
23.15,1518
23.2,1478
23.25,1522
23.3,1493
23.35,1533
23.4,1481
23.45,1467
23.5,1411
23.55,1451
23.6,1406
23.65,1406
23.7,1429
23.75,1443
23.8,1483
23.85,1462
23.9,1498
23.95,1445
24,1513
24.05,1479
24.1,1500
24.15,1537
24.2,1533
24.25,1582
24.3,1623
24.35,1697
24.4,1714
24.45,1728
24.5,1724
24.55,1685
24.6,1657
24.65,1634
24.7,1594
24.75,1572
24.8,1573
24.85,1558
24.9,1563
24.95,1570
25,1565
25.05,1558
25.1,1544
25.15,1569
25.2,1599
25.25,1647
25.3,1705
25.35,1768
25.4,2047
25.45,2421
25.5,2978
25.55,3463
25.6,3745
25.65,3710
25.7,3359
25.75,2795
25.8,2295
25.85,1855
25.9,1647
25.95,1576
26,1521
26.05,1497
26.1,1568
26.15,1536
26.2,1521
26.25,1566
26.3,1518
26.35,1544
26.4,1562
26.45,1619
26.5,1707
26.55,1733
26.6,1780
26.65,1839
26.7,1798
26.75,1720
26.8,1640
26.85,1554
26.9,1533
26.95,1501
27,1447
27.05,1478
27.1,1500
27.15,1514
27.2,1569
27.25,1670
27.3,1797
27.35,1934
27.4,1989
27.45,2189
27.5,2462
27.55,2729
27.6,2817
27.65,2832
27.7,2619
27.75,2357
27.8,2106
27.85,1908
27.9,1781
27.95,1800
28,1879
28.05,2055
28.1,2247
28.15,2404
28.2,2402
28.25,2306
28.3,2188
28.35,2211
28.4,2211
28.45,2318
28.5,2289
28.55,2210
28.6,2080
28.65,1921
28.7,1717
28.75,1565
28.8,1482
28.85,1428
28.9,1441
28.95,1371
29,1397
29.05,1448
29.1,1460
29.15,1494
29.2,1490
29.25,1509
29.3,1551
29.35,1527
29.4,1500
29.45,1550
29.5,1507
29.55,1568
29.6,1525
29.65,1593
29.7,1599
29.75,1715
29.8,1715
29.85,1756
29.9,1775
29.95,1766
30,1757
30.05,1699
30.1,1641
30.15,1623
30.2,1630
30.25,1607
30.3,1574
30.35,1546
30.4,1584
30.45,1499
30.5,1479
30.55,1516
30.6,1509
30.65,1584
30.7,1671
30.75,1748
30.8,1875
30.85,1903
30.9,1928
30.95,1993
31,2007
31.05,2044
31.1,2075
31.15,2085
31.2,2073
31.25,2080
31.3,2028
31.35,1982
31.4,1881
31.45,1779
31.5,1798
31.55,1707
31.6,1646
31.65,1665
31.7,1719
31.75,1675
31.8,1707
31.85,1777
31.9,1828
31.95,1870
32,2050
32.05,2292
32.1,2636
32.15,3062
32.2,3584
32.25,4261
32.3,4912
32.35,5306
32.4,5391
32.45,5330
32.5,5095
32.55,4822
32.6,4569
32.65,4459
32.7,4120
32.75,3713
32.8,3230
32.85,2645
32.9,2264
32.95,1940
33,1792
33.05,1920
33.1,1988
33.15,2065
33.2,2140
33.25,2015
33.3,1864
33.35,1761
33.4,1588
33.45,1491
33.5,1472
33.55,1429
33.6,1427
33.65,1434
33.7,1433
33.75,1437
33.8,1510
33.85,1507
33.9,1520
33.95,1531
34,1474
34.05,1430
34.1,1416
34.15,1339
34.2,1340
34.25,1336
34.3,1406
34.35,1484
34.4,1647
34.45,1821
34.5,2154
34.55,2443
34.6,2786
34.65,3030
34.7,3158
34.75,3075
34.8,2979
34.85,2739
34.9,2397
34.95,2118
35,2007
35.05,1910
35.1,2012
35.15,2099
35.2,2257
35.25,2385
35.3,2500
35.35,2574
35.4,2445
35.45,2397
35.5,2290
35.55,2234
35.6,2076
35.65,2033
35.7,2022
35.75,2023
35.8,2066
35.85,2133
35.9,2152
35.95,2201
36,2143
36.05,2140
36.1,2073
36.15,1906
36.2,1802
36.25,1666
36.3,1544
36.35,1433
36.4,1365
36.45,1322
36.5,1322
36.55,1327
36.6,1431
36.65,1550
36.7,1563
36.75,1647
36.8,1680
36.85,1689
36.9,1591
36.95,1566
37,1570
37.05,1564
37.1,1532
37.15,1433
37.2,1455
37.25,1369
37.3,1362
37.35,1329
37.4,1240
37.45,1315
37.5,1308
37.55,1310
37.6,1361
37.65,1341
37.7,1348
37.75,1326
37.8,1332
37.85,1289
37.9,1291
37.95,1323
38,1344
38.05,1332
38.1,1364
38.15,1420
38.2,1400
38.25,1482
38.3,1441
38.35,1495
38.4,1506
38.45,1606
38.5,1756
38.55,2031
38.6,2393
38.65,2963
38.7,3439
38.75,3514
38.8,3390
38.85,3068
38.9,2532
38.95,2091
39,1678
39.05,1388
39.1,1311
39.15,1254
39.2,1213
39.25,1203
39.3,1267
39.35,1279
39.4,1335
39.45,1341
39.5,1281
39.55,1276
39.6,1215
39.65,1187
39.7,1197
39.75,1173
39.8,1198
39.85,1182
39.9,1241
39.95,1206
40,1190
40.05,1224
40.1,1197
40.15,1224
40.2,1240
40.25,1233
40.3,1239
40.35,1198
40.4,1231
40.45,1298
40.5,1350
40.55,1449
40.6,1528
40.65,1634
40.7,1768
40.75,1778
40.8,1807
40.85,1863
40.9,1774
40.95,1768
41,1712
41.05,1733
41.1,1740
41.15,1797
41.2,1903
41.25,2051
41.3,2320
41.35,2673
41.4,3085
41.45,3691
41.5,4239
41.55,4683
41.6,5130
41.65,5235
41.7,5090
41.75,4766
41.8,3951
41.85,3538
41.9,2961
41.95,2343
42,2097
42.05,1893
42.1,1699
42.15,1669
42.2,1570
42.25,1589
42.3,1552
42.35,1557
42.4,1538
42.45,1551
42.5,1515
42.55,1470
42.6,1482
42.65,1453
42.7,1466
42.75,1442
42.8,1465
42.85,1484
42.9,1430
42.95,1475
43,1401
43.05,1406
43.1,1321
43.15,1270
43.2,1286
43.25,1270
43.3,1321
43.35,1325
43.4,1327
43.45,1335
43.5,1328
43.55,1312
43.6,1221
43.65,1216
43.7,1174
43.75,1190
43.8,1181
43.85,1129
43.9,1118
43.95,1118
44,1155
44.05,1147
44.1,1211
44.15,1164
44.2,1186
44.25,1154
44.3,1210
44.35,1148
44.4,1136
44.45,1073
44.5,1057
44.55,1051
44.6,1084
44.65,1048
44.7,1093
44.75,1084
44.8,1076
44.85,1048
44.9,1071
44.95,1044
45,1033
45.05,1010
45.1,1028
45.15,1055
45.2,1042
45.25,1076
45.3,1070
45.35,1100
45.4,1132
45.45,1089
45.5,1099
45.55,1084
45.6,1110
45.65,1104
45.7,1208
45.75,1232
45.8,1258
45.85,1217
45.9,1285
45.95,1324
46,1385
46.05,1338
46.1,1373
46.15,1351
46.2,1383
46.25,1291
46.3,1264
46.35,1226
46.4,1200
46.45,1182
46.5,1161
46.55,1168
46.6,1189
46.65,1129
46.7,1107
46.75,1113
46.8,1086
46.85,1083
46.9,1120
46.95,1079
47,1061
47.05,1085
47.1,1096
47.15,1093
47.2,1115
47.25,1099
47.3,1190
47.35,1154
47.4,1211
47.45,1246
47.5,1269
47.55,1328
47.6,1371
47.65,1408
47.7,1518
47.75,1682
47.8,1737
47.85,1985
47.9,1945
47.95,1965
48,1828
48.05,1733
48.1,1494
48.15,1415
48.2,1301
48.25,1181
48.3,1146
48.35,1146
48.4,1124
48.45,1102
48.5,1106
48.55,1168
48.6,1147
48.65,1176
48.7,1187
48.75,1155
48.8,1162
48.85,1173
48.9,1211
48.95,1203
49,1121
49.05,1198
49.1,1187
49.15,1204
49.2,1244
49.25,1276
49.3,1353
49.35,1402
49.4,1534
49.45,1625
49.5,1676
49.55,1632
49.6,1611
49.65,1657
49.7,1559
49.75,1569
49.8,1562
49.85,1532
49.9,1516
49.95,1550
50,1444
50.05,1481
50.1,1394
50.15,1329
50.2,1295
50.25,1347
50.3,1326
50.35,1347
50.4,1381
50.45,1393
50.5,1355
50.55,1386
50.6,1399
50.65,1372
50.7,1389
50.75,1321
50.8,1292
50.85,1229
50.9,1217
50.95,1149
51,1128
51.05,1096
51.1,1072
51.15,1057
51.2,1061
51.25,1073
51.3,1080
51.35,1067
51.4,1082
51.45,1078
51.5,1063
51.55,1076
51.6,1038
51.65,1028
51.7,1092
51.75,1064
51.8,1112
51.85,1123
51.9,1073
51.95,1408
52,1318
